	Score1	Group	Score2	Species Score3	
768e61e0765cbbab7c41dac1df57b6e5	0.71	XIX	0.95	Fusobacterium_necrogenes	0.93
eb8378f3e9c3e93667cf0fefdfcf8459	0.85	NA	1	Prosthecobacter_vanneervenii	0.8
2ff7a359975ccf5d6eb24ead27db7da8	0.63	XIVa	0.57	Blautia_wexlerae	0.3
401e4b2de8330f4e6f9d742a8060c5bf	0.37	NA	0.95	Alloprevotella_rava	0
f1f6fb627424adf2932b6cba4e739eec	0.92	NA	1	Paenibacillus_naphthalenovorans	1
740f3f6385853fdbcc15d81a8ca623c1	0.45	NA	1	Bifidobacterium_kashiwanohense	0.06
d40030d132ec56cbd59d4cb60563b9fc	0.79	NA	1	Prevotella_copri	1
13118dda95ee0faa64e2e56d8271b965	0.68	NA	1	Roseomonas_genomospecies	0.2
f36095ddbe6b9471f2b98aeb5eaab45f	0.6	NA	1	Prevotella_copri	0.83
0b156ed9b57cbfc861686d1c6c4b30a7	0.64	NA	1	Prevotella_copri	1
2dbb4d235c5b8fba6ef2a55b5014d14b	0.46	NA	1	Gemmata_obscuriglobus	0.31
ade3ee34b92f00a71f3882ee877a0ac4	0.6	NA	1	Bifissio_spartinae	0.11
805788f18c41d9c7ece52b4228436659	0.59	NA	1	Prevotella_copri	0.6
75873507e64f06501b00ca14c422afa3	0.55	NA	1	Olavius_ilvae	0.63
e5b9a6f2ac57459de49ae6b2a1073409	0.76	NA	0.95	Clostridium_ruminantium	0.88
47811ca3dbfbab6015f131fa0b3bf256	0.98	NA	1	AMBIGUOUS	0
a849a2c416e71e2c5f80021f585049b1	0.64	NA	1	Dialister_succinatiphilus	0.62
ff055302e0f44c2466b48333c7245cba	0.8	NA	1	Streptococcus_thermophilus	0.93
2fa1f7351c0e38b8322d462181ed62c5	0.71	XIVa	0.9	Eubacterium_eligens	0.9
ae1459a7d671920abafbe3183c5e8bde	0.63	XIVa	1	AMBIGUOUS	0
aaad9d0faf6fe98e08e0bd718faeb8fa	0.49	NA	0.58	Prevotella_oris	0.05
9e40ac10838262143199c9dd87cf3ef9	0.69	NA	1	Streptococcus_infantis	0.1
f970ada102b7153985f1c9ac40f2afa9	0.51	NA	0.78	Prevotella_oris	0.27
a020a7d90bacca667c35b913ae484e66	0.62	NA	0.92	Gemmiger_formicilis	0.61
57df478a74e34c6d9aa9f60cfa001023	0.72	XIVa	1	Ruminococcus_torques	1
b9cde25ebbaed5cfe3b25a43c70e1103	0.72	AMBIGUOUS	0	AMBIGUOUS	0
b0656dd1d754c35ecbb20d6cb2634ec7	0.65	NA	0.9	Lactobacillus_plantarum	0.78
ca4f0535d35ceb0df8123d7e9956dda8	0.4	NA	0.92	Alloprevotella_rava	0.55
457b3508db78dc1f0023e4800a329fa3	0.63	NA	1	Prevotella_copri	1
22f7740189c04383413bc48d6e6ac29a	0.75	NA	1	AMBIGUOUS	0
1aab93344223c8e627bfcbe63380a5f5	0.63	XIVa	0.73	Clostridium_populeti	0.02
2b833a88e036266dc46e9b24a3d41716	0.63	XIVa	1	AMBIGUOUS	0
6bdfb78825d1bcd54a9b04ca1a151f73	0.63	XIVa	0.79	Ruminococcus_torques	0.41
86dc1758ac9b34aaa0d1de265eb0de1f	0.75	XIVa	0.9	Clostridium_asparagiforme	0.56
d9b49f856e4a5c70c909371ce87a74e9	0.65	NA	1	Prevotella_copri	1
6326a7f2c70aaf2aa3eb55458f379f9c	0.94	NA	1	Streptococcus_peroris	0.69
9e2f0b64c38daacc687308297dc87d54	0.59	IV	0.4	Eubacterium_desmolans	0.4
2a53d5662d058dcf8d623a5cdcf3996d	0.64	NA	0.67	Fusicatenibacter_saccharivorans	0.56
1a3b6ccf372a19f29d01d8c8f4c2cfe0	0.69	XIVa	0.8	Ruminococcus_torques	0.22
906ea8ce637fc777514be565b782f097	0.51	NA	0.9	Solobacterium_moorei	0.34
6866ef02aef536d1c2c0693611ba40a8	0.68	NA	0.82	Fusobacterium_mortiferum	0.82
dc92af67cb697710868e4fb301947234	0.68	NA	1	Prevotella_copri	0.97
efce9a71ffa06b9526ef144e49b5ed4b	0.81	NA	0.49	Roseburia_inulinivorans	0.45
0c8c9718b9ee6e15f77cf82a8b9b5405	0.85	NA	1	Solobacterium_moorei	1
3c6b0ab3a29c29457d4a1d61f2ed01d7	0.68	NA	1	Collinsella_aerofaciens	0.95
d70f5f3b04185304b981863ca81a7ddd	0.79	NA	1	AMBIGUOUS	0
c36414d28b3c3650035f1f642bef0552	0.74	NA	1	Streptococcus_thermophilus	0.94
58e7777f1d7ec4a50ae6fca337bea072	0.29	NA	1	Methanobrevibacter_boviskoreani	0.1
80233815cfdcb96a0d5e966a78a64767	1	NA	1	Sinomicrobium_oceani	1
d6f09fb768669337c1119f7d9e21cc3a	0.59	NA	1	Streptococcus_thermophilus	0.14
bc62fd356e239f8b33d2c13bb292715d	0.64	NA	1	Parabacteroides_distasonis	0.8
96ca23e1d56eea6f38986e1901286aa6	0.74	NA	1	Streptococcus_thermophilus	0.79
f514f9f71e8b21e1823e5f069c3b29d3	0.64	NA	1	Parabacteroides_distasonis	0.9
948dbec4bba657d8e2b931018b667b1f	0.62	NA	0.89	Fusicatenibacter_saccharivorans	0.84
6371e2e44d42d2172d81efa9c8571d70	0.1	NA	0.98	AMBIGUOUS	0
9c3fdb28872fe3bb8fbab6d2536b3245	0.75	NA	1	Bacteroides_vulgatus	0.99
698f6c860792266b0b800f963d04629f	0.66	IV	0.95	Clostridium_leptum	0.6
5957a7355fe0c8c8461c591482b135ae	0.79	NA	1	Bacteroides_vulgatus	1
c7a6eaf501722ea6ffe6d4f38f8d1eb0	0.62	NA	1	Olsenella_uli	0.66
9acf8b3dafe79f18705bff50401ca65d	0.73	NA	1	Elusimicrobium_minutum	1
e94c7a248eba51fc1a210e385be36a47	0.73	NA	1	Singulisphaera_rosea	0.9
9e8949a34ab613f38b9a218509c30c33	0.68	NA	0.98	AMBIGUOUS	0
dcd5e239f71e88e1d21d0eee9ba5afab	0.57	XIX	0.84	Fusobacterium_necrogenes	0.68
a0313ef96fcabed3980fefec53013f6e	0.6	NA	1	Prevotella_copri	0.9
4ae8ad79483aa506220a4a07db8dbeb4	0.65	NA	1	Bacillus_pumilus	0.4
f075da7570b4be5ffd48e1223fcd1715	0.89	NA	1	Bilophila_wadsworthia	1
53a1721ded69f4114979b464df9bede7	0.87	NA	1	AMBIGUOUS	0
ea38f775f6bcbc8b1a0c3112a3831bba	0.1	NA	0.99	Cloacibacillus_porcorum	0
3cc640ab5a5598a5fdaa7b8a466658a5	0.71	NA	0.94	Allisonella_histaminiformans	0.7
dd41719bc97beee19ea8728068c3fa9f	0.07	NA	1	Vibrio_metschnikovii	0.02
b4e5591dc76556b8d8b8887fc049b33b	0.69	NA	1	Empedobacter_brevis	0.7
b60e292e1a527ccdbbe87df3e349d3d9	0.52	NA	1	Ammoniphilus_oxalaticus	0.62
49711e327dab90cfd118b750261b8288	0.49	NA	1	Ktedonobacter_racemifer	0.94
a042703e6ad1efed0805438f5304ed89	0.63	IV	1	Faecalibacterium_prausnitzii	1
e06b16b42030464c3be40700a2608558	0.95	NA	1	AMBIGUOUS	0
019dd2879d57312621f0c37851bc0e79	0.7	NA	1	Bacteroides_vulgatus	1
ebb42f4f733fae08b80eafbaabea7384	0.48	NA	0.97	Thermus_scotoductus	0.49
d236421b6f105ea15f9b4bf1ee31a772	0.69	NA	1	AMBIGUOUS	0
2b9fa9c7957272132b7cf87b0c26e317	0.51	NA	1	Gemmatimonas_aurantiaca	0.61
2ee6ae2092ce9b800c9a3970172f01e2	0.63	NA	0.72	Escherichia/Shigella_coli	0.58
5ae76172c070569ae65c5e76ec3ee9ad	0.73	XIVa	1	Ruminococcus_obeum	0.5
26c76ca9418c44034fb3078623fbd11c	0.89	NA	1	Rubritepida_flocculans	1
4622018e6cb18b0440c489e105d822f9	0.66	NA	1	Oxalophagus_oxalicus	0.7
cee23b42d6cb9fd35cd3d4a57e504729	0.7	NA	1	Prevotella_copri	1
64815310b721328f6ec2e69c518a9cde	0.94	NA	1	Bacillus_koreensis	0.4
46e22ec8e8b4c3e538c0aab4bd431bcc	0.8	NA	1	Gemmiger_formicilis	0.9
e54fff4b4d153419cd9fa45253ac25da	0.62	NA	1	AMBIGUOUS	0
0ac0804a9b16fb157814d09de4b18c13	0.75	IV	1	Faecalibacterium_prausnitzii	1
f21c6ca9797d75061024d3881e2d09ca	0.59	XIVa	0.7	Ruminococcus_obeum	0.37
468852b3e4a249351f511eac4f41f9d4	0.57	NA	1	Gemella_sanguinis	0.65
148fed91e8f5b8035cc2d62f264211a0	0.68	NA	1	Prevotella_multisaccharivorax	0.35
94ca212f725c0cc6b5b79eaf2d707df4	0.62	NA	1	Catenibacterium_mitsuokai	0.72
1180e096cd30ba3457f47809d7bbca11	0.8	NA	1	Lactobacillus_crispatus	0.45
52ac70d4e9e8dec3424244697ae6058c	0.76	NA	0.97	Megamonas_funiformis	0.43
af2111f1a066b8f311b8f0fe198c8df6	0.66	XIVa	0.75	Blautia_luti	0.75
e5dc18e4f5051dd1be1fe4d0223e3f2e	0.56	NA	1	AMBIGUOUS	0
4151aac98fec9a320703bd7a54e6e4ab	0.7	IV	1	Faecalibacterium_prausnitzii	1
494371ae15eeac3912dac7f98fb6c388	0.68	XIVa	0.83	Eubacterium_rectale	0.8
ac00fe32c982b9e8615117c02939e524	0.6	XIVa	0.8	Blautia_wexlerae	0.38
2ca571d340bfefea746a48a67c6af0b9	0.46	IV	0.57	Oscillospira_guilliermondii	0.27
84f2dfc428dbb3c9120a25eb1dea8f9a	0.54	IV	0.8	Oscillibacter_valericigenes	0.22
81210ec4f94fa05fc9ec1767346e47f0	0.49	NA	0.35	Eubacterium_coprostanoligenes	0.35
ef43d9a268f91a735baa13832ae1ea49	0.68	XIVa	0.83	Eubacterium_rectale	0.83
917b8d9b8095ec04dfef62abef85a21f	0.65	XIVa	0.71	Eubacterium_rectale	0.71
59076b233cd267a34a3c9f561d15e820	0.71	NA	1	Catenibacterium_mitsuokai	1
7debd864a26041e85cb04bd4cf3f8b61	0.44	NA	0.41	Eubacterium_coprostanoligenes	0.2
e4c1a8e7f13bcde91fb9c0b90643bc11	0.67	NA	1	Escherichia/Shigella_coli	0.93
8e63bc6fbded6dcc61645c8cb8ec64e0	0.7	NA	1	Parabacteroides_distasonis	0.9
e3208d3ef9dfb67e6d5c5f877daed759	0.44	NA	0.8	Collinsella_aerofaciens	0.78
6d44adc2e2743b4b1d36817efbc94b2f	0.75	NA	1	Veillonella_dispar	0.54
7ea5f8769eb25ff12d7f229f7572e52c	0.55	NA	0.9	Blautia_faecis	0.2
df17336927d9f2c798d918538227828f	0.7	NA	1	Howardella_ureilytica	1
22cef6261d28b348792c27de0a928c77	0.74	XVIII	0.83	Clostridium_ramosum	0.83
736939dc557c70d37c26dcbf4d8379ff	0.6	NA	1	Dialister_succinatiphilus	0.43
41044b67c6e1314aca7e8d8d5deee344	0.54	NA	1	Akkermansia_muciniphila	1
81f92d42593222208742546517d2aa41	0.74	NA	1	Escherichia/Shigella_coli	0.3
d3e5db3d1af5097abd080bedb8cb9350	0.62	NA	1	Hydrotalea_flava	1
f094d5ff40e970ed5335e0c21561b59d	0.71	XIVa	0.9	Clostridium_clostridioforme	0.59
b53b66f0be1760e181c933c3d091bb5a	0.58	NA	1	Prevotella_stercorea	1
31e8605d9df6aa4c2ec8ea157e404b82	0.69	NA	1	Collinsella_aerofaciens	1
aeb36e7a0d3e652dbb1f1596b4cf5a5e	0.7	NA	1	Acidovorax_konjaci	0.33
716f961579bb39c3913255a622e5a98e	0.62	NA	1	Fusobacterium_varium	0.64
eb755ee0cd41f4d48ddacf6af9f8b6c7	0.67	NA	1	AMBIGUOUS	0
4b2a5fe644649c38f51975fb2264c2b1	0.66	NA	1	Collinsella_aerofaciens	0.9
c8d7672595f168d490397914288c8fdb	0.71	NA	1	AMBIGUOUS	0
63845a16c6d4ac3554a9f8fd525a4087	0.54	IX	0.39	Megasphaera_elsdenii	0.39
8ff3994616f6069cc6391f14c8d7f388	0.48	NA	0.75	Prevotella_shahii	0.1
61459e61ab2108f051c09c1fd3234d12	0.61	NA	1	Streptococcus_thermophilus	0.84
53f131e6f7e15932a3f17bf0973fe2f3	0.81	NA	1	AMBIGUOUS	0
171aa3aec577fa4ce11ccbfc4cebe5e9	0.59	NA	1	Prevotella_saccharolytica	0.73
ee253bd7576907b38b3e3581fbf858e0	0.65	XIVa	0.9	Blautia_schinkii	0.61
a6b56634b9f5fc8d30ac064ed473c445	0.52	XIVa	0.36	Anaerosporobacter_mobilis	0.17
9a45ddf0a149546ccfa081f0b12683aa	0.48	NA	0.93	Prevotella_shahii	0.06
459d6c3235a7434bc7a20a771c7309f3	0.68	NA	1	AMBIGUOUS	0
1c780dc67ac2bc4d0f49def73720b815	0.74	NA	1	Collinsella_aerofaciens	0.97
c871b9414b2911dc01583b03a6397b80	0.53	NA	1	Prevotella_copri	0.44
7290eb781264a327663483afbcce575b	0.62	XIVa	0.8	Ruminococcus_torques	0.8
ffaf7205680103292579ecb8f5419247	0.65	NA	0.57	Coprococcus_catus	0.57
e62358e71c8d2a0cdaaaf22cf4309cea	0.54	XIVa	0.7	AMBIGUOUS	0
75d1409146c954910624f58265cf7f04	0.52	NA	1	Eubacterium_coprostanoligenes	0.85
94c6fa9d7634c27c740f251d30847f65	0.79	NA	0.27	AMBIGUOUS	0
d13e0b384e0e02cc3e7b48ced8d7d34d	0.47	NA	0.8	Eubacterium_coprostanoligenes	0.3
b9767c488f90cda33cbcf92b528bca80	0.72	NA	1	AMBIGUOUS	0
66bc7f896a1369ee3d472af5df7c2e19	0.61	XIVa	0.93	Blautia_luti	0.93
2fc4522d05cb242c280ade0ca6432f73	0.75	NA	1	AMBIGUOUS	0
6749dc444c18e0f29e9569a1c7a89791	0.55	NA	1	Pisum_sativum	0.31
5c345a3299f0f909e15238318d67c9d1	0.63	NA	1	Streptococcus_parasanguinis	0.52
074d029cdbffadf6e2309052a915be02	0.62	NA	1	Prevotella_copri	0.24
cbbaad35ef9aed52d032111b48a441b5	0.65	XVI	1	Eubacterium_biforme	1
e1e2812a36c8e6e90c4e61fe5388f9f1	0.9	IV	1	Faecalibacterium_prausnitzii	1
982500745ba75de95ee37e29a330586c	0.53	NA	0.9	Prevotella_copri	0.69
78f2273a8d2d2c7705a24da6d2608036	0.73	NA	1	Enterococcus_faecalis	0.52
7529254031117baf9174d60c801069ae	0.81	NA	1	Treponema_succinifaciens	1
12d1be4104485d82c05071e3279f1330	0.49	NA	0.74	Succinivibrio_dextrinosolvens	0.55
a04701ba6bcc132b9063287df7f4fb93	0.47	NA	0.73	Intestinimonas_butyriciproducens	0.3
0cf57454e9d47690bd02ed4a22f0cfe8	0.52	NA	1	Proteus_mirabilis	0.18
379cc1c47024b636e6ab2a12064f8c50	0.69	NA	0.84	Rothia_mucilaginosa	0.65
8f7bf523bc5e7d5dbe6901e1a6f4d003	0.76	NA	1	Actinomyces_odontolyticus	0.77
78f0606af1f139877199215c16d83feb	0.52	NA	1	Parabacteroides_distasonis	0.67
99306b5a50f8c42647ed227ca11481d7	0.77	NA	1	AMBIGUOUS	0
bc58bf9c99f43a54552666ae9affaa88	0.76	NA	1	Burkholderia_pseudomallei	0.57
69965e3c7384fdf1017fbf890d0c178e	0.64	NA	1	Bifidobacterium_breve	0.47
86f9803736f56cb4d8baa990ad2ea754	0.76	I	1	Clostridium_paraputrificum	1
f5028370862cd02df855e54fe74a7832	0.68	NA	1	AMBIGUOUS	0
438c15b8f45e94cca210823835f4a06a	0.66	NA	1	Akkermansia_muciniphila	1
1a394f9630c80e3d4a052c79c04e0732	0.83	XIVa	1	Ruminococcus_gnavus	1
30c7dde89e83e995dff7636be0095eb1	0.52	IV	0.6	Faecalibacterium_prausnitzii	0.6
86d76e68893f66bc673b65b2279a5821	0.96	NA	1	Escherichia/Shigella_coli	0.88
07e1fb0baa99fc58e1cc776998ddf223	0.85	NA	1	Burkholderia_metallica	0.17
a3a4101ac1686221ac05f45ec453f4e0	0.67	XIVa	1	Ruminococcus_obeum	1
82a3f7214459efe70d1d1c17594b8b37	0.56	NA	0.9	AMBIGUOUS	0
f3b998a5d6d4deeecee34c19198f7797	0.57	NA	0.91	Prevotella_copri	0.9
24d67998f26bd0380bad7a48cbe8fb1e	0.71	NA	1	AMBIGUOUS	0
d76137cdcf240bcce912fbf705c982e6	0.49	NA	1	Prevotella_albensis	0.65
e366e3fe1800530121b559c20e2e34bd	0.7	NA	1	Prevotella_oris	0.54
61b7c993b6ba26497ea0d014ad0ba448	0.65	NA	1	Olsenella_uli	0.48
c8cd79501f14d08be813e041283cf69c	0.65	NA	0.7	Leptotrichia_wadei	0.67
966ed568483848548b32d7b1c634a686	0.74	NA	1	Rothia_mucilaginosa	0.81
a2c98cdf41694a554822e9f5f0b2662b	0.69	XIVa	0.96	Blautia_producta	0.65
28c3524b93684c392e2932200d37dbd1	0.99	NA	1	AMBIGUOUS	0
4ec9c212c4a7894cd0bb8b930f1668c9	0.74	NA	1	Lactobacillus_crispatus	0.66
95f267e985d6395aadc4913a3f900a48	0.77	NA	0.95	Fusobacterium_periodonticum	0.95
afefdd63777decdc818a78f4dbb4381f	0.69	IV	1	Faecalibacterium_prausnitzii	1
de7135374e7865df37daf50722352a6e	0.47	NA	0.9	Haemophilus_sputorum	0.07
0a3b44c11cb3adfb2a6c55e1a2968ff7	0.7	IV	0.8	Eubacterium_desmolans	0.8
16ea334e4cc25d094f725b53b23805d7	0.53	NA	1	Prevotella_copri	0.21
8b4859c84001f34e1e81f7826edc359c	0.41	NA	0.73	Barnesiella_intestinihominis	0.1
52f8dcd8402890ae7cada741b53c65c0	0.75	NA	1	Leptotrichia_hongkongensis	1
5e197da0ffe961bbecd7e67e6764fd24	0.76	NA	1	AMBIGUOUS	0
a843bb8d9381a9dd24476872e24804c9	0.7	NA	1	Prevotella_oris	0.5
02da8660edc14c7c84179c9532bad5b9	0.61	NA	0.5	Intestinimonas_butyriciproducens	0.5
29b0636cc52e1aad9a92e0b6b7433f95	0.75	NA	1	AMBIGUOUS	0
100544b2099600230535b9b22c0851e5	0.7	NA	1	Streptococcus_thermophilus	0.74
6b2d175266c860e74e65a616e755e73c	0.74	NA	1	Lactobacillus_crispatus	0.18
18013177df4429f5b631478e8b76f806	0.5	NA	0.69	Clostridium_saccharogumia	0.28
090cd9ce2f8271b7941cc91be14c25e7	0.44	AMBIGUOUS	0	AMBIGUOUS	0
2f0e83cd6205bf7385616616f11abd82	0.48	NA	0.84	Clostridium_islandicum	0.21
6f98214fc728bd3dc9ff7e84451a5d7c	0.71	NA	1	AMBIGUOUS	0
44e7a913032f3a6b47f3b2517bb930da	0.55	AMBIGUOUS	0	AMBIGUOUS	0
4312084a276463c637282b83fe012393	0.55	NA	1	Streptococcus_uberis	0.28
8d91d6736936ebac37d5f3d088741003	0.63	NA	1	Paraprevotella_clara	1
608ec3f5bd713531cd88cc406062b1c0	0.66	XIVa	1	AMBIGUOUS	0
473b6e7b369620c3a8097b466c321a1f	0.62	NA	0.87	Prevotella_copri	0.87
ef3cdc6c4d962cd4189739e9df1c9d7b	0.68	IV	0.9	Faecalibacterium_prausnitzii	0.9
9efbba9c16b0c6a82de2ac1e7d40e0fc	0.57	XIVa	0.44	AMBIGUOUS	0
73387ed5065186a27255ec73feec875a	0.59	IV	0.6	Clostridium_methylpentosum	0.4
ff6718ff1687a80626d267fccf26fe1b	0.54	IV	0.71	Oscillospira_guilliermondii	0.44
8d53f17aabcbb338effd53cb6a371479	0.53	NA	0.9	Prevotella_stercorea	0.2
513ced324786b2155ef2d63fcce66d4f	0.69	NA	1	Prevotella_copri	1
381c57d084f90b0503ce9e0627a92a27	0.39	NA	0.88	Alloprevotella_rava	0.33
80374c824366314e4e3852d9a03c30c1	0.63	IV	0.98	Flavonifractor_plautii	0.48
65405c9a6208c889437cdb198975e460	0.48	NA	0.6	Alistipes_putredinis	0.25
0d010baeec19d451a0c0eb8724701cee	0.61	XIVa	1	Eubacterium_hallii	1
b804307686f4017670f6e4802fc196d3	0.49	XI	0.37	Eubacterium_sulci	0.2
bb39bf9ba7981771397f9c0daeb319a6	0.58	NA	0.36	Fusicatenibacter_saccharivorans	0.35
1fb96bf61b8341683a97a454e85cf4be	0.88	NA	0.92	Blautia_faecis	0.91
faa012baa71184f6e23a263f566a3726	0.53	NA	0.83	Bifidobacterium_adolescentis	0.21
3db7ee1a22a124091c4bab7e0b5caf1a	0.53	NA	0.8	Klebsiella_pneumoniae	0.59
626c42e7906b10a2040c6689aff34644	0.55	NA	1	Alistipes_indistinctus	0.53
5c2ca438de0ccfa4ae2965a6da775849	0.57	IV	0.94	Faecalibacterium_prausnitzii	0.94
6999adaf327ff2bc388958f143e1dc22	0.51	IV	0.4	Clostridium_viride	0.1
629edca8e7e8462dbfe81443049f5e05	0.42	NA	0.82	Selenomonas_ruminantium	0.38
ae00c2335fb8681e1b3c4966e9a1aace	0.72	XIVa	1	Ruminococcus_torques	0.85
2b37fb8a5e3f800ca150c5763afe86fa	0.69	NA	1	Bacteroides_xylanisolvens	0.33
76c8acc7339cb740adb7fa4b07201c68	0.83	NA	1	Alistipes_indistinctus	1
9dbee6d576c21cc76101fbc2cb7c1ddc	0.42	NA	0.78	Paenibacillus_naphthalenovorans	0.3
21450872529685e9e6836b7652799ca2	0.71	NA	1	Catenibacterium_mitsuokai	1
af370dcb2758e44078ec97e89834ed53	0.92	NA	1	Slackia_isoflavoniconvertens	1
4bcf8a6b6c63133109393ab45e716b63	0.64	NA	1	Bacteroides_ovatus	0.6
f141eae03b77fbb21a434c886cfcb5af	0.77	XIVa	0.88	Dorea_formicigenerans	0.63
cf18caad0275ccd8173b1a7671281e38	0.55	NA	0.77	AMBIGUOUS	0
2b672a5d9ae901ff0e79c9796d371aa9	1	NA	1	Christensenella_minuta	1
23cb8a79460a4d58a02a9d6f23898775	0.59	IV	1	Flavonifractor_plautii	0.5
9c09270d3be853eb048b5f460fb5a14b	0.47	NA	0.56	Odoribacter_splanchnicus	0.27
3495ac0393139eb9258bd1884f504987	0.85	IV	0.99	Eubacterium_desmolans	0.9
b8a8330141077cdefb4e561124df2e80	0.41	NA	0.94	Olsenella_profusa	0.07
f3992be278ce93473a7dd1b239e8b904	0.67	NA	1	Collinsella_aerofaciens	0.9
4b320e446604561a721126aa13a9215a	0.9	NA	1	Alistipes_senegalensis	0.38
50ed8191cd15338105f83283a0326ad0	0.75	AMBIGUOUS	0	AMBIGUOUS	0
90d55b1293090f416a56e7f40ff160fc	0.66	IV	1	Faecalibacterium_prausnitzii	0.92
6941f40795c3f890be176b045c17d20d	0.98	NA	1	Alistipes_shahii	0.9
2927e78a5eb01524e7fb2c01f44e143e	0.66	NA	1	Alistipes_indistinctus	0.82
9ed2d5687df0bdf8701fe6f264c72501	0.57	NA	0.54	Prevotella_stercorea	0.54
acc03a0b9690a40ff3ad25b8d0edd824	0.47	IV	0.41	Oscillospira_guilliermondii	0.2
ff664bc0a607568a14cecd7fd99dc87f	0.62	XIVa	0.91	Ruminococcus_torques	0.51
34b7b76cbc3796168b43f2c0809f6337	0.67	NA	1	Blautia_faecis	1
9897dacc08a45b3afda69a501fbfdbd4	0.55	IV	0.79	AMBIGUOUS	0
1ae37b090a99f6d10f59d079d33162e0	0.43	NA	0.54	Bacillus_litoralis	0.3
daf94d5d841e645a48d84ce718d7a2ba	0.52	III	0.39	Clostridium_termitidis	0.19
5108cb4ac1531e604b5685678a8858b1	0.53	NA	0.95	Catenibacterium_mitsuokai	0.47
16d4fb1a040ad4651f82867979ec5ddd	0.63	IV	0.93	Flavonifractor_plautii	0.36
c35804721db0986409a8df30fd823135	0.75	NA	1	AMBIGUOUS	0
8fa510f0bcb7ad6b30e0dddc992f84d8	0.7	NA	1	Desulfovibrio_piger	0.97
33570ec87fec1b24f0de4fa4f86a03bb	0.81	IV	1	Flavonifractor_plautii	1
940a3c1760c6e2af54c81ec5b95fdb30	0.47	NA	0.9	AMBIGUOUS	0
aff7f9bc6ce53e7028049267923377e7	0.59	NA	1	AMBIGUOUS	0
ac314bbced9af3873aafff24b4b0ebba	0.58	NA	1	Prevotella_copri	0.8
9c0dcf08361c547c3be8840f993ca73c	0.46	NA	1	Prevotella_copri	0.33
50b8211bdf490cd80d10b92dcb4cb247	0.71	NA	1	Sutterella_stercoricanis	0.85
e34ba6b538f455cdcf85757fd1bb7888	0.41	NA	0.88	Olsenella_profusa	0.12
f0ecc6374e2726423fef5771c3ded3fd	0.57	NA	1	Prevotella_copri	0.95
821cddef2fca84e00257b85fef6bfe0e	0.67	XIVa	0.97	Eubacterium_rectale	0.97
77f8ec44686ddf5337feba8455aff9bf	0.6	XIVa	0.68	Clostridium_hylemonae	0.16
99ab7a6adc9e6ffc124bf3b19b06efe1	0.63	NA	0.62	Blautia_stercoris	0.42
9080a19f341049e7801e4fbe23945d0e	0.4	NA	0.8	Desulfovibrio_piger	0.11
cf947bf4564f45aa82b151201004f6f9	0.5	NA	0.6	Blautia_glucerasea	0.2
739b70965edbf7e7dc8b49b5d4f0cab4	0.6	NA	1	Prevotella_copri	0.82
b28a472b4200ddb6b2a555210dfa5f27	0.61	NA	1	Hydrotalea_flava	1
504a5b1c184f3950beaf5ae77579cebe	0.67	NA	1	Hydrotalea_flava	1
173200238c09ca4945f5b2fcb790db32	1	NA	1	Atopobium_rimae	1
d70e35b96446961130afd8c466422777	1	NA	1	Mogibacterium_neglectum	0.55
0273ce67b64340bbcff3abe50d80cf0f	0.68	NA	0.93	Actinobacillus_rossii	0.6
e61d6f2c8da1014df5840f93b3f12907	0.49	NA	1	Terrimonas_lutea	0.2
612a42724398e763ee8602c4d9e6d869	0.7	I	0.81	Clostridium_quinii	0.19
7c88467b946844422d34eca1028ad152	0.72	NA	1	AMBIGUOUS	0
1718f373d249ce0bbe09668a82eff8b0	0.6	NA	1	Gemmiger_formicilis	0.75
3ff7b2b77c7df9616d0a6b10cfdc1b87	0.77	NA	1	Streptococcus_parasanguinis	0.63
c7669a8e9e0443de704673bebf03f891	0.73	NA	1	Bifidobacterium_kashiwanohense	0.11
2a8fc18be1a8cf13edc1c80ad7721c0e	0.82	I	1	Clostridium_disporicum	0.82
c3d17ac41a33d7a39d709f4ccf39532a	0.43	NA	0.97	Vampirovibrio_chlorellavorus	0.41
fd989ef2bee3b0b686e110663ca91807	0.73	I	1	Clostridium_disporicum	0.85
e42ba86ffac2ee13dfa0ae7438cefd1a	0.53	NA	1	AMBIGUOUS	0
9a30d70e8d981ea66e38bf3b71ffa176	0.1	NA	0.97	Belnapia_moabensis	0.05
a2ff04a0ba09eb21f35774479e9dff63	0.68	I	1	Clostridium_disporicum	0.87
c0a16b27421b6b099b5673ed01f1430a	0.72	NA	1	AMBIGUOUS	0
7523570d78eb30c6b749b554a1907443	0.68	I	0.9	Clostridium_disporicum	0.58
f110a8ad14092c858b64d338fb070505	0.76	NA	1	Acinetobacter_calcoaceticus	0.92
6e23f28d3fb266a81eff6ba8617b9c04	0.7	NA	1	AMBIGUOUS	0
e7232a43db6be786c8eb3938abe58aa0	0.68	NA	1	Streptococcus_equinus	0.6
532aec62b52b89509041a833c0121d92	0.76	NA	1	Actinobacillus_rossii	0.46
39b8e232a3f3b508c20443090ccc3de7	0.69	NA	1	Bacteroides_vulgatus	0.97
b004d99876c99756fadea895a51dfe83	0.72	NA	1	AMBIGUOUS	0
88a3e925679f772ccd755466acb76f6c	0.67	NA	1	Collinsella_aerofaciens	1
e1c25bf30968e89d1e7ce1d29e3d8d5c	0.77	NA	1	Hyphomicrobium_facile	0.96
